Unnamed: 0,number,이름,이미지,종류,원재료,도수,용량,제품 소개,어울리는 음식,양조장명,페이지 링크,sweet,salty,bitter,sour,sparkle,sol,spicy
22,22,걍즐겨,https://thesool.com/common/imageView.do?targetId=PR00000147&targetNm=PRODUCT,탁주,"멥쌀,찹쌀,누룩,프렌치세종,석류,히비스커스",8.0,600ml,"발효시 석류즙과 히비스커스를 더해 술에 부족한 산미, 과실향을 보충했으며 베리향이 강조된 탁주이다.","발효시 석류즙과 히비스커스를 더해 술에 부족한 산미, 과실향을 보충했으며 베리향이 강조된 탁주이다.",디오케이브루어리,https://www.instagram.com/dokbrewery/,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,23,겨울소주 25,https://thesool.com/common/imageView.do?targetId=PR00000505&targetNm=PRODUCT,증류주,"국내산 쌀, 증류원액, 효모, 효소, 정제수",25.0,360ml,겨울소주 25는 곡물 본연의 맛을 살리기 위해 인공첨가물 없이 빚어 인위적인 맛을 더하지 않은 자연주의 증류식소주이다. 알코올도수 25도의 비교적 가볍게 마실 수 있는 증류식소주로 곡물 향이 강하고 입안에서는 부드럽다. 100일을 숙성한 발효원주의 깊은 향을 간직하고 있는 쌀소주이다.,"일반적인 증류주에 비해 도수가 낮지만 곡물향과 찐 식물향이 강하게 올라온다. 입 안에서의 곡물의 향미가 강하고 입의 자극이 매우 부드럽다. 자신의 취향에따라 온도를 달리해 마시기 좋은 술이다. 곡향이 좋으면 실온에서 마시고, 싫다면 얼음을 넣어 마시면 좋다. 양념이 되어 있는 돼지볶음 등과 잘 어울린다.",두이술공방,https://smartstore.naver.com/arirangjujo/products/4985769134,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,24,경기전,https://thesool.com/common/imageView.do?targetId=PR00000613&targetNm=PRODUCT,리큐르/기타주류,"국내산 보리, 맥아, 호프펠렛, 효모, 정제효소제, 정제수",5.0,1000ml,"""경기전""은 수줍은 붉은 빛이 매력적인 술로 국내산 보리 특유의 맛과 향이 그대로 배어 있다. 혀에 닿는 순간 고소한 비스킷의 맛, 그리고 입안에 감기는 허브의 쓴맛과 소나무에서 느껴지는 흙 내음이 조화를 이루고 있다. 제조사 전주술로시티는 3013년 설립 때부터 국산보리를 원료로 사용하여 제품을 생산하였으며 2018년부터는 전북의 무농약 보리를 사용하여 보다 자연친화적이고 맛 있는 술을 생산하고 있다.","홉의 향이 아로마틱하게 올라온다. IPA를 추구한 맛이란 것을 그대로 알 수 있다. 경쾌함이 있는 천연탄산이 있으며, 후미에서 느껴지는 홉의 잔향이 매력적이다. 맥주에 어울리는 모든 안주와 음식궁합이 잘 맞는다.",전주술로시티,https://shopping.naver.com/fresh/traditionalalcohol/stores/100275247,0.0,0.0,1.0,0.0,1.0,0.0,1.0
25,25,경산대추약주 추,https://thesool.com/common/imageView.do?targetId=PR00000703&targetNm=PRODUCT,"약주, 청주","찹쌀, 맵쌀 , 누룩, 대추 (국내산100%)",16.0,375ml,"경산의 특산품인 대추의 효능을 살려 정성껏 빚어낸 경산의 대표 전통주입니다. 청아하고 은은한 색과 은은한 질감, 감미로운 맛, 그윽한 향과 함께 느껴지는 청량감이 특징인 명주로써 웰컴주, 만찬주로 추천하고 있습니다. 국내산 100%로 빚어진 경산대추약주 추는 우리술품질 나형을 인증받고, 국제식음료품평회에서 국제우수미각상을 수상한 우리 술 입니다.","전채요리, 타파스, 맑은 국물요리, 한식",미송주가,https://smartstore.naver.com/misongbrewery/products/5161443003,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,26,경성과하주,https://thesool.com/common/imageView.do?targetId=PR00000302&targetNm=PRODUCT,"약주, 청주","국내산 찹쌀, 국내산 누룩, 증류원액",20.0,375ml,"‘경성과하주’는 우리술을 복원, 연구·제조해온 술아원에서 기존 과하주 3종에 이어 새롭게 출시한 제품으로 고문헌에 입각해 가장 충실하게 복원한 제품이다. 찹쌀의 진한 단맛, 상큼한 과실향이 매력적이며 20도라는 비교적 높은 알코올 도수가 튀지 않을 정도로 부드러운 목 넘김과 단맛과 산도의 균형감이 좋다.","진한 쌀 맛과 묵직한 술 맛이 그대로 살아있는 약주. 달콤함과 진함의 극치를 이룬다. 알코올 도수가 20로도 높은 만큼 맑은 장국 등 하고도 잘 어울린다. 비교적 가벼운 느낌의 맑은 소고기국, 미역국, 계란국 등도 좋은 매칭이다.",술아원,http://soolawon.co.kr/,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,경주교동법주,https://thesool.com/common/imageView.do?targetId=PR00000333&targetNm=PRODUCT,"약주, 청주",찹쌀(국내산),16.0,900ml,"350년 이상의 전통을 가진 찹쌀로 빚은 약조로 기능보유자가 직접 손수 빚는 중요무형문화재 술 이다. 모두 수작업으로 이루어지므로 생산되는 양이 적다. 경주교동법주는 찹쌀로 빚은 청주라 부르기도 하는데 청주는 예로부터 겨울 술이라 하여 교동법주 역시 여름에는 술을 빚지 않는다. 찹쌀 특유의 쌉싸름한 맛과 단맛, 신맛을 느낄 수 있으며 누룩 향과 본연의 독특한 향이 잘 어우러져 있다. 술에 어떠한 처리도 하지 않기 때문에 살아있는 술로 반드시 냉장보관 해야 하며 차게 해서 먹는 것이 훨씬 좋다.","북어포뿌리, 사연지, 쇠고기 육포 교동 최씨 고택에 전해지는 쇠고기육포, 북어포푸리, 사연지 등 우리전통안주와 함께 마시면 한결 운치가 있다. 사연지는 싸서 넣은 김치라는 뜻으로 큰 새우속살 등을 배춧잎으로 싼 것으로 담백하고 시원하며 북어포푸리는 북어포를 참기름에 버무린 것으로 교동법주와 궁합이 맞는 안주로 꼽힌다.",교동법주,http://www.kyodongbeobju.com/,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,28,계룡백일주 40%,https://thesool.com/common/imageView.do?targetId=PR00000569&targetNm=PRODUCT,증류주,"찹쌀, 백미, 누룩, 재래종국화꽃, 오미자, 진달래, 재래종 솔잎",40.0,600ml,16도의 백일주를 증류시켜 만든 계룡백일주 40도는 목젖이 칼칼한 맛과 진한 감칠맛이 뛰어나 더욱 깊은 맛을 즐길수 있습니다 그 맛에 취해 자꾸 마시다 보면 신선이 되다 하여 “신선주”라고도 불리웁니다.,"갈비구이, 생선회",계룡백일주,https://paegilju.modoo.at/,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,계룡산 산삼주 금수강산 21%,https://thesool.com/common/imageView.do?targetId=PR00000546&targetNm=PRODUCT,증류주,"산양산삼, 정제수, 주정",21.0,740ml,"계룡산 산삼주는 해발 400m 이상의 계룡산 줄기 무공해 청정지역에서 자란 10년 전후의 산양삼을 사용하여 한 해 5천병만 한정 생산하는 제품이다. 산양삼의 그윽한 향과 모방할 수 없는 독특한 맛이 어우러진 고급 산삼주이다. 2005년 국내 최초로 산삼주를 제조하기 시작하여 현재 미국, 유럽, 동남아 지역 등에 수출되고 있다. 배양근이나 농축액 제품과는 달리 산양삼 원액을 사용하고 산양삼 1뿌리가 통째로 들어가 있다.","증류주에 산양산삼이 침출되어 있어 보는 즐거움과 함께 마실 수 있는 것이 특징이다. 같은 술에 계룡산산양산삼주는 21%로 도수를 낮춰 대중적으로 만들었고, 금수강산은 알코올 도수 40%로 오래 두고 약으로 마실 수 있는 술이다. 향을 맡는 것 보다는 입 안에 술을 넣으면 삼의 향이 강하게 느껴지며 마시고 난 후에는 삼의 쓴 여운이 길게 남는다. 삼계탕과 잘 어울린다.",한국산삼,https://shopping.naver.com/fresh/traditionalalcohol/stores/100439678,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,30,계룡산 산삼주 금수강산 40%,https://thesool.com/common/imageView.do?targetId=PR00000547&targetNm=PRODUCT,증류주,"산양산삼, 정제수, 주정",40.0,740ml,"계룡산 산삼주&quot;는 해발 400m 이상의 계룡산 줄기 무공해 청정지역에서 자란 10년 전후의 산양삼을 사용하여 한 해 5천병만 한정 생산하는 제품이다. 산양삼의 그윽한 향과 모방할 수 없는 독특한 맛이 어우러진 고급 산삼주이다. 2005년 국내 최초로 산삼주를 제조하기 시작하여 현재 미국, 유럽, 동남아 지역 등에 수출되고 있다. 배양근이나 농축액 제품과는 달리 산양삼 원액을 사용하고 산양삼 1뿌리가 통째로 들어가 있다.","증류주에 산양산삼이 침출되어 있어 보는 즐거움과 함께 마실 수 있는 것이 특징이다. 같은 술에 계룡산산양산삼주는 21%로 도수를 낮춰 대중적으로 만들었고, 금수강산은 알코올 도수 40%로 오래 두고 약으로 마실 수 있는 술이다. 향을 맡는 것 보다는 입 안에 술을 넣으면 삼의 향이 강하게 느껴지며 마시고 난 후에는 삼의 쓴 여운이 길게 남는다. 삼계탕과 잘 어울린다.",한국산삼,https://shopping.naver.com/fresh/traditionalalcohol/stores/100439678,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,31,고도리 레드와인 스위트,https://thesool.com/common/imageView.do?targetId=PR00000445&targetNm=PRODUCT,과실주,MBA 머루포도(영천),12.0,750ml,고도리 레드와인 스위트는 농산물우수관리(GAP)인증 100% 친환경 MBA 머루포도로 만들어집니다. 포도의 당도가 가장 높은 11월 초 서리가 내리기 시작하면 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인입니다. 영천에서 자란 MBA 머루포도를 25도의 고온에서 발효시켜 2차로 젖산 발효과정을 거칩니다. 풍부한 아로마틱 향이 풍부하고 1년의 오크통 숙성으로 깊은 오크향과 과실향이 어우러진 와인입니다.,"육회, 수육, 불고기",고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,0.0,0.0,0.0,1.0
32,32,고도리 로제와인,https://thesool.com/common/imageView.do?targetId=PR00000778&targetNm=PRODUCT,과실주,거봉 포도,12.0,375ml / 750ml,"화사한 핑크빛 색감이 예쁜 로제 와인으로, GAP인증을 받은 거봉 포도를 10월 중순에 수확하여 포도 껍질을 2일 동안 주스에 침용하였다가 껍질을 분리하여 화이트처럼 발효시킨 와인입니다.","연어 요리, 샐러드",고도리 와이너리,http://고도리와인.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,고도리 복숭아와인,https://thesool.com/common/imageView.do?targetId=PR00000447&targetNm=PRODUCT,과실주,복숭아(영천),6.5,750ml,고도리 복숭아와인은 농산물우수관리(GAP)인증 100% 친환경 복숭아로 만들어집니다. 복숭아의 당도가 가장 높은 8월 말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인입니다. 복숭아를 발효하여 저도주로 빚은 디저트용 와인으로 끝에서 느껴지는 복숭아의 부드럽고 향긋한 맛과 향이 특징입니다.,안주가 필요 없는 식후주로 디저트 대용으로 마실 수 있는 와인입니다.,고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,고도리 샤인머스캣 화이트와인,https://thesool.com/common/imageView.do?targetId=PR00000802&targetNm=PRODUCT,과실주,"샤인머스캣99%(국내산), 설탕, 효모, 소브산칼륨, 메타중아황산칼륨",10.5,375ml / 750ml,직접 농사지어 GAP인증받은 포도로 10월 중순 포도가 잘 익었을때 수확하여 당일 수확한 포도를 재경파쇄를 거쳐 발효 및 숙성시켜 만든 와인으로 샤인머스켓 특유의 향과 맛이 나는 와인입니다.,"흰살생선, 샐러드, 각종 안주류, 핑거푸드, 기타 육류",고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,고도리 아이스와인(아이스 375),https://thesool.com/common/imageView.do?targetId=PR00000779&targetNm=PRODUCT,과실주, ,12.0,375ml,"화려하고 풍부한 단맛의 디저트용 와인으로, 포도 알갱이가 얼어불을 때까지 기다렸다가 와인을 만들기 때문에 다른 와인에 비해 아이스와인은 들어가는 포도의 양이 많다 그만큼 귀한 와인으로 고급스러운 단맛과 진한 향을 선사한다.","과일 케이크, 애플파이 등 디저트",고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36,36,고도리 징기스칸 브랜디,https://thesool.com/common/imageView.do?targetId=PR00000789&targetNm=PRODUCT,증류주, ,40.0,375ml,잘 숙성된 레드와인을 증류시켜 오크통에서 1년간 숙성을 거친 뒤 병입한 제품으로 향긋한 과일향과 깊은 오크향이 조화를 이루어 초주와 말주를 제거하여 숙취가 없고 맛이 깔끔합니다.,굴요리 등,고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,1.0,0.0,0.0,0.0
37,37,고도리 청수 와인,https://thesool.com/common/imageView.do?targetId=PR00000444&targetNm=PRODUCT,과실주,포도(청수),10.5,750ml,"고도리 와이너리는 1322㎡(400평) 포도밭에서 매년 1.5t의 &quot;청수&quot; 포도를 수확해 1000병(750㎖들이)가량 ‘청수 와인’을 생산합니다. 8월 말 수확한 &quot;청수&quot;로 포도가 상하기 전에 바로 와인을 담급니다. 포도 알맹이를 파쇄한 뒤 짠 즙에 설탕이나 증류수를 넣어 당도를 20브릭스(Brix)로 맞춰 10.5%의 알코올 도수 와인을 만듭니다. 산화와 산패를 막아주는 무수아황산 등 식품첨가물을 넣고 3일 뒤 효모를 투입, 1차 발효를 시작합니다. 1차 발효가 끝나면 효모와 찌꺼기를 거른 후 젖산발효해 풍부한 향과 부드러운 신맛을 내는 청수와인이 탄생합니다.","닭고기,오리고기,생선회,해물탕,튀김",고도리 와이너리,http://고도리와인.com,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38,38,고도리 화이트와인 드라이,https://thesool.com/common/imageView.do?targetId=PR00000446&targetNm=PRODUCT,과실주,거봉포도(영천),10.5,750ml,"고도리 화이트와인 드라이는 농산물우수관리(GAP)인증 100% 친환경 거봉포도로 만들어집니다.. 포도의 당도가 가장 높은 10월 말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산합니다. 저온에서 6개월 이상 2차 숙성을 거쳐 주석산을 제거하고 젖산 발효시켜 아로마틱한 부케향이 풍부하고 식빵향, 레몬향, 풀잎향을 맡을 수 있습니다. 고도리 화이트와인은 2011년 대한민국 우리술품평회 과실주 부문 우수상, 2015년 한국와인 베스트컬렉션 골드 수상, 2016년 대한민국 주류대상 BEST OF BEST 수상, 2017년 아시아와인트로피 실버상, 2018년 대한민국주류대상 한국와인부문 대상 등을 수상하며 뛰어난 품질을 인정 받았습니다. 깔끔하고 감미롭고 여운이 길게 남는다는 평가를 받으며 국내 최고의 와인으로 꼽히고 있습니다.",광어나 우럭 등 기름기가 적은 생선회,고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,1.0,0.0,0.0,1.0
39,39,고도리 화이트와인 스위트,https://thesool.com/common/imageView.do?targetId=PR00000431&targetNm=PRODUCT,과실주,거봉포도(영천),10.5,750ml,고도리 화이트와인 스위트는 농산물우수관리(GAP)인증 100% 친환경 거봉포도로 만들어진다. 포도의 당도가 가장 높은 10월말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산한다.,"새벽 공기에서 느껴지는 풀잎 향, 감귤계의 시트러스한 향, 과하지 않은 단맛이 조화를 이룬 맛이다. 과일을 즐긴다는 느낌으로 굳이 안주가 없어도 충분히 즐길 수 있는 맛이다.",고도리 와이너리,http://고도리와인.com,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,40,고소리술,https://thesool.com/common/imageView.do?targetId=PR00000573&targetNm=PRODUCT,증류주,"백미, 차조, 입국, 누룩, 효모(팽창제), 정제효소, 스테비올배당체(감미료), 정제수",29.0,"29,40-375ml, 40-500ml", ,"육류구이 독특한 향과 깔끔한 뒷맛의 증류식곡주는 입안을 깔끔하게 정리해주는 맛이라고 할 수 있는데, 안주로 고기를 씹으면서 고소한 풍미와 육즙을 즐기다가 깔끔하게 고소리술로 마무리하면 좋다.",제주샘주,http://www.jejusaemju.co.kr,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,41,고소리술,https://thesool.com/common/imageView.do?targetId=PR00000573&targetNm=PRODUCT,증류주,"백미, 차조, 입국, 누룩, 효모(팽창제), 정제효소, 스테비올배당체(감미료), 정제수",40.0,"29,40-375ml, 40-500ml", ,"육류구이 독특한 향과 깔끔한 뒷맛의 증류식곡주는 입안을 깔끔하게 정리해주는 맛이라고 할 수 있는데, 안주로 고기를 씹으면서 고소한 풍미와 육즙을 즐기다가 깔끔하게 고소리술로 마무리하면 좋다.",제주샘주,http://www.jejusaemju.co.kr,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,42,고운달 백자,https://thesool.com/common/imageView.do?targetId=PR00000551&targetNm=PRODUCT,증류주,오미자(문경산),52.0,500ml,"""고운달 백자""는 한국 최초의 위스키 마스터블랜더 이종기 명인의 36년간 쌓아온 양조 기술을 집약한 최고급 증류주이다. 한국 전통 문경도자기에서 숙성하여 오미자 본연의 맛과 향이 그대로 살아 있는 맑고 투명한 제품이다.","코 속부터 시작되는 잔잔한 오미자향, 머금고 난 이후에 뱃속에서 올라오는 은은한 오미자의 맛. 향과 맛 모두 일품이다. 술맛을 방해하지 않는 가벼운 샐러드나 견과류, 육포 등이 좋다. 소량을 마시더라도 얼음이나 탄산 등은 추가하지 않고 본연의 맛을 즐기기를 추천해 본다.",오미나라,http://www.omynara.com/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,43,고운달 오크,https://thesool.com/common/imageView.do?targetId=PR00000552&targetNm=PRODUCT,증류주,오미자(문경산),52.0,"200ml, 500ml","고운달은 오미자를 원료로 한국와인의 새로운 지평을 연 위스키 마스터 블랜더 이종기 장인에 의해 탄생한 프리미엄 증류주이다. 오미자 브랜디 고운달은 친환경 오미자로 3년을 발효 숙성한 오미자와인을 증류한 이후, 추가로 3년을 숙성한 제품이다.","잔잔한 초콜릿과 커피향, 그리고 마시고 난 다음에 느껴지는 기품 있는 오미자의 향. 부드럽게 넘어가는 목 넘김을 가지고 있다. 가벼운 안주류로 아몬드. 초콜릿, 올리브, 견과류, 육류로는 육포 등을 추천한다. 물론 과일 안주, 꿀물 등과 같이 마셔도 좋다. 알코올도수가 상당히 높지만 맛 자체를 즐기기 위해 소량을 마시더라도 온더록이나 탄산을 가미하지 않고 있는 그대로 즐기는 것이 본연의 맛을 그대로 즐길 수 있다.",오미나라,http://www.omynara.com/,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,44,고창선운산 땡큐복분자주,https://thesool.com/common/imageView.do?targetId=PR00000430&targetNm=PRODUCT,과실주,"복분자과실, 주정, 효모, 구연산, 정제수",13.0,300ml,고창선운산에서 생산하는 &quot;고창선운산 땡큐복분자주&quot;는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 다른 복분자주에 비해 특유의 달콤함을 가지고 있어 가볍게 머시기에 좋다.,붉은 흑진주처럼 술 빛이 매혹적이다. 아주 미세하게 쓴맛이 있지만 전체적으로 단맛이 중심을 잡고 있어 누구라도 편하게 마실 수 있다. 술을 입에 넣으면 매우 가볍고 목 넘김이 깔끔한 것이 특징이며 마시고 난 후에도 매우 산뜻하다. 장어 구이와 잘 어울린다.,고창선운산,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,1.0,0.0,1.0,1.0,0.0,0.0,0.0
45,45,고창선운산 땡큐블루베리주,https://thesool.com/common/imageView.do?targetId=PR00000427&targetNm=PRODUCT,과실주,"블루베리과실, 주정, 효모, 구연산, 정제수",13.0,300ml,블루베리주는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 블루베리 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 블루베리 고유의 맛과 향이 뛰어나다. 비교적 낮은 알코올도수 13%로 와인처럼 가볍게 즐길 수 있는 제품이다.,매혹적인 붉은 루비 색깔을 가지고 있고 블루베리 특유의 향과 맛이 그대로 느껴진다. 단맛과 신맛의 조화에 약간의 쓴맛이 오미를 완성시킨 술로 목 넘김이 가볍고 산뜻하다. 스테이크와 잘 어울린다.,고창선운산,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,1.0,0.0,1.0,1.0,0.0,0.0,0.0
46,46,고창선운산 복분자주 특1호,https://thesool.com/common/imageView.do?targetId=PR00000429&targetNm=PRODUCT,과실주,"복분자과실, 주정, 효모, 구연산, 정제수",15.0,1800ml,고창선운산에서 생산하는 &quot;고창선운산 복분자주&quot;는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 다른 복분자주에 비해 특유의 달콤함을 가지고 있어 가볍게 머시기에 좋다.,붉은 흑진주처럼 술 빛이 매혹적이다. 아주 미세하게 쓴맛이 있지만 전체적으로 단맛이 중심을 잡고 있어 누구라도 편하게 마실 수 있다. 술을 입에 넣으면 매우 가볍고 목 넘김이 깔끔한 것이 특징이며 마시고 난 후에도 매우 산뜻하다. 장어 구이와 잘 어울린다.,고창선운산,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,1.0,0.0,1.0,1.0,0.0,0.0,0.0
47,47,고향생막걸리,https://thesool.com/common/imageView.do?targetId=PR00000241&targetNm=PRODUCT,탁주,국내산 쌀,6.0,750ml,100% 국내산 쌀과 303m 천연지하암반수를 사용하여 자연발효 후 온도와 습도가 일정한 지하저온저장고에서 장기저온숙성시켜 맛이 부드럽고 숙취가 없으며 각종 영양분과 효모가 살아있는 막걸리이다.,"김치잡채 김치잡채는 당면과 함께 김치를 넣어서 만드는데, 묵은김치를 씻어서 사용한다. 김치와 돼지고기, 각종야채가 들어가 담백하면서 아삭한 씹히는 맛이 막걸리의 맛을 살려준다.",(주) 찬우물,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,고향인삼막걸리,https://thesool.com/common/imageView.do?targetId=PR00000248&targetNm=PRODUCT,탁주,"국내산쌀90%, 국내산인삼10%",6.0,750ml,국내산 쌀과 303m 천연지하암반수를 사용하여 자연발효 후 온도와 습도가 일정한 지하저온저장고에서 장기 저온 숙성시켜 맛이 부드럽고 숙취가 없으며 인천강화의 고려인삼농축액을 첨가해 발효시켜 인삼특유의 맛과 향이 적당히 녹아있다.,"고등어조림 고등어를 묵은지와 함께 푹 익혀서 먹는 고등어조림은 감칠맛이 좋아 밥반찬으로도 좋은데, 인삼 특유의 맛과 향이 고등어의 비린 맛을 없애주어 더욱 맛이 좋다.",(주) 찬우물,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,49,고흥유자주 봄에디션,https://thesool.com/common/imageView.do?targetId=PR00000727&targetNm=PRODUCT,"약주, 청주","쌀, 입국, 누룩, 유자, 원당",8.0,500ml,"시트러스 감성 전통주 고흥유자주. 고흥유자주는 100% 고흥유자, 고흥쌀로 빚은 살균 약주로 고흥 지역 특산주이다. 유자 특유의 상큼함과 적당한 달콤함이 느껴지는 &#039;고유&#039;는 과거의 우리술과 현재의 우리 취향이 만나는 경험을 가져다 준다. 입안 전체에 퍼지는 유자향부터 목넘김 후 느낄 수 있는 곡물의 고소함까지 다양한 매력이 느껴지는 전통주이다. 고유는 전통 &#039;곡주&#039;로 유자소주, 과실주, 담금주와 다르다.","생선회, 과메기, 크림파스타",녹동양조장,https://smartstore.naver.com/eotteonharu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
